Name1	Name2
ENSG00000222730	
ENSG00000064547	LPAR2
ENSG00000168874	ATOH8
ENSG00000111911	HINT3
ENSG00000232395	AL138830.2
ENSG00000207627	MIR581
ENSG00000257113	AC090502.2
ENSG00000207647	MIR153-1
ENSG00000108950	FAM20A
ENSG00000258509	AL049870.1
ENSG00000182054	IDH2
ENSG00000236176	LINC00353
ENSG00000268343	
ENSG00000233993	AL121900.1
ENSG00000130787	HIP1R
ENSG00000253810	PSAT1P1
ENSG00000152380	FAM151B
ENSG00000060138	YBX3
ENSG00000108292	
ENSG00000118900	UBN1
ENSG00000164929	BAALC
ENSG00000182973	CNOT10
ENSG00000105668	UPK1A
ENSG00000271860	AL589740.1
ENSG00000163285	GABRG1
ENSG00000234287	AC099560.2
ENSG00000212338	RF00272
ENSG00000235933	LINC01779
ENSG00000222405	RNU4-65P
ENSG00000120662	MTRF1
ENSG00000003147	ICA1
ENSG00000231010	AL121672.1
ENSG00000261741	FRG2KP
ENSG00000263684	AC005209.1
ENSG00000233272	PNPT1P2
ENSG00000137672	TRPC6
ENSG00000247473	CARS-AS1
ENSG00000242482	RN7SL392P
ENSG00000207397	RNU6-1179P
ENSG00000213779	AC107956.2
ENSG00000205035	AC136759.1
ENSG00000200070	RNU4-80P
ENSG00000185274	GALNT17
ENSG00000150873	C2orf50
ENSG00000167920	TMEM99
ENSG00000241905	NDUFS6P1
ENSG00000263126	AC040162.3
ENSG00000188559	RALGAPA2
ENSG00000222031	AC023469.1
ENSG00000236811	GAPDHP2
ENSG00000105141	CASP14
ENSG00000250804	AC073648.3
ENSG00000211909	IGHD5-24
ENSG00000225119	
ENSG00000144848	ATG3
ENSG00000266127	ZNF415P1
ENSG00000223621	AK4P4
ENSG00000264254	AP001496.1
ENSG00000271831	
ENSG00000229661	BUD31P2
ENSG00000205238	SPDYE2
ENSG00000249219	AC108199.1
ENSG00000225529	
ENSG00000118434	SPACA1
ENSG00000163273	NPPC
ENSG00000261559	FSCN1P1
ENSG00000261123	AC009065.5
ENSG00000082929	LINC01587
ENSG00000246695	RASSF8-AS1
ENSG00000090238	YPEL3
ENSG00000146476	ARMT1
ENSG00000152270	PDE3B
ENSG00000170180	GYPA
ENSG00000229118	AC068491.2
ENSG00000249753	AC084357.2
ENSG00000212722	KRTAP4-9
ENSG00000197054	ZNF763
ENSG00000110713	NUP98
ENSG00000263884	AP000845.1
ENSG00000204989	OR4D8P
ENSG00000258985	AL352979.2
ENSG00000272514	CFAP206
ENSG00000163683	SMIM14
ENSG00000200421	RF00019
ENSG00000233118	UBE2V1P8
ENSG00000178927	C17orf62
ENSG00000258450	AL139099.2
ENSG00000231435	AC011747.2
ENSG00000230679	ENO1-AS1
ENSG00000157965	SSX8
ENSG00000168993	CPLX1
ENSG00000198670	LPA
ENSG00000228657	RPL23AP58
ENSG00000105373	NOP53
ENSG00000187912	CLEC17A
ENSG00000254968	AP003063.1
ENSG00000239732	TLR9
ENSG00000248245	AC010307.2
ENSG00000226595	AC245291.1
ENSG00000178971	CTC1
ENSG00000261453	LINC01735
ENSG00000233332	AL122008.3
ENSG00000228783	AL358976.1
ENSG00000231486	
ENSG00000253252	AC022784.2
ENSG00000267154	OR1M4P
ENSG00000226860	AC109638.1
ENSG00000227125	AP002856.1
ENSG00000185215	TNFAIP2
ENSG00000233248	MTND6P9
ENSG00000273428	AC004832.6
ENSG00000124225	PMEPA1
ENSG00000260519	AC096734.2
ENSG00000177700	POLR2L
ENSG00000177189	RPS6KA3
ENSG00000256824	AP000721.2
ENSG00000169862	CTNND2
ENSG00000196151	WDSUB1
ENSG00000170144	HNRNPA3
ENSG00000254018	AC104036.1
ENSG00000222338	RNU6-174P
ENSG00000207441	RNU6-21P
ENSG00000078814	MYH7B
ENSG00000137601	NEK1
ENSG00000260616	AC007728.1
ENSG00000131089	ARHGEF9
ENSG00000214526	AP000343.1
ENSG00000177338	LINC00469
ENSG00000065183	WDR3
ENSG00000253530	AC084116.3
ENSG00000251729	RNA5SP401
ENSG00000237492	OR2L9P
ENSG00000078900	TP73
ENSG00000177556	ATOX1
ENSG00000161544	CYGB
ENSG00000110514	MADD
ENSG00000236208	C10orf71-AS1
ENSG00000230020	NHS-AS1
ENSG00000211515	
ENSG00000143033	MTF2
ENSG00000087916	
ENSG00000213269	AC004386.1
ENSG00000264804	
ENSG00000251666	ZNF346-IT1
ENSG00000200843	
ENSG00000196338	NLGN3
ENSG00000241230	RN7SL801P
ENSG00000137948	BRDT
ENSG00000265699	MIR548AE2
ENSG00000108960	MMD
ENSG00000125304	TM9SF2
ENSG00000117425	PTCH2
ENSG00000223436	AC011625.1
ENSG00000151465	CDC123
ENSG00000092051	JPH4
ENSG00000128408	RIBC2
ENSG00000267227	AC005324.6
ENSG00000254825	OR9G2P
ENSG00000145819	ARHGAP26
ENSG00000207217	SNORA80D
ENSG00000227386	AC091705.1
ENSG00000234776	C11orf94
ENSG00000261670	AC012213.2
ENSG00000250387	LINC02197
ENSG00000238153	Z99755.1
ENSG00000196218	RYR1
ENSG00000143702	CEP170
ENSG00000266968	AC023421.1
ENSG00000163736	PPBP
ENSG00000124713	GNMT
ENSG00000220867	HSPE1P26
ENSG00000169570	DTWD2
ENSG00000140992	PDPK1
ENSG00000237856	AC062020.1
ENSG00000133704	IPO8
ENSG00000254254	AC012349.1
ENSG00000253048	RNU4-60P
ENSG00000199704	SNORD115-29
ENSG00000221300	RF00612
ENSG00000173890	GPR160
ENSG00000239080	RF01210
ENSG00000219507	FTH1P8
ENSG00000260233	SSSCA1-AS1
ENSG00000113555	PCDH12
ENSG00000234859	AC003958.2
ENSG00000227684	CROCCP4
ENSG00000251369	ZNF550
ENSG00000184677	ZBTB40
ENSG00000207072	RNU6-39P
ENSG00000188219	POTEE
ENSG00000270906	MTND4P35
ENSG00000172466	ZNF24
ENSG00000248962	AC025773.1
ENSG00000234792	AL450023.2
ENSG00000075234	TTC38
ENSG00000254779	EGLN1P1
ENSG00000205830	AC024132.1
ENSG00000137709	POU2F3
ENSG00000213671	OLA1P2
ENSG00000164654	MIOS
ENSG00000239118	MIR1972-2
ENSG00000240237	AF305872.1
ENSG00000227762	GUSBP8
ENSG00000250071	AC093214.1
ENSG00000271737	AC008608.2
ENSG00000266083	
ENSG00000238140	AC104170.2
ENSG00000255836	AC131206.1
ENSG00000148541	FAM13C
ENSG00000199217	RNU6-1123P
ENSG00000269652	AC011510.1
ENSG00000253244	AC113423.1
ENSG00000270195	AC016773.1
ENSG00000205659	LIN52
ENSG00000205867	KRTAP5-2
ENSG00000117016	RIMS3
ENSG00000173960	UBXN2A
ENSG00000184508	HDDC3
ENSG00000138308	PLA2G12B
ENSG00000272262	RNU6-89P
ENSG00000252087	RN7SKP248
ENSG00000175390	EIF3F
ENSG00000117114	ADGRL2
ENSG00000202533	RF00019
ENSG00000204306	
ENSG00000174485	DENND4A
ENSG00000237140	HSPE1P16
ENSG00000207014	SNORD116-3
ENSG00000100311	PDGFB
ENSG00000220370	AL078595.1
ENSG00000229425	AJ009632.2
ENSG00000169347	GP2
ENSG00000088386	SLC15A1
ENSG00000025800	KPNA6
ENSG00000260316	AL008727.1
ENSG00000233516	AL445644.1
ENSG00000225475	AC099789.1
ENSG00000219993	AL138878.1
ENSG00000261136	AC023908.3
ENSG00000223387	LINC02068
ENSG00000144407	PTH2R
ENSG00000198286	CARD11
ENSG00000101935	AMMECR1
ENSG00000254213	FAM213AP2
ENSG00000254531	AP001816.1
ENSG00000250822	LINC02111
ENSG00000167536	DHRS13
ENSG00000221730	
ENSG00000212075	
ENSG00000131864	USP29
ENSG00000186136	TAS2R42
ENSG00000118600	RXYLT1
ENSG00000212978	AC016747.1
ENSG00000173744	AGFG1
ENSG00000023697	DERA
ENSG00000003096	KLHL13
ENSG00000230687	AL008626.1
ENSG00000142065	ZFP14
ENSG00000169218	RSPO1
ENSG00000141576	RNF157
ENSG00000257925	AC008083.1
ENSG00000069424	KCNAB2
ENSG00000173230	GOLGB1
ENSG00000164463	CREBRF
ENSG00000251878	RF00152
ENSG00000268516	AC020915.3
ENSG00000151552	QDPR
ENSG00000233671	AC083899.2
ENSG00000243302	AC018638.4
ENSG00000267223	AC005597.1
ENSG00000154856	APCDD1
ENSG00000228055	LINC00864
ENSG00000186223	
ENSG00000230186	AC246680.1
ENSG00000200783	RN7SKP180
ENSG00000154096	THY1
ENSG00000164935	DCSTAMP
ENSG00000164116	GUCY1A1
ENSG00000163827	LRRC2
ENSG00000237669	HCG4P3
ENSG00000174444	RPL4
ENSG00000249868	AC136777.1
ENSG00000264238	
ENSG00000227217	AL356276.1
ENSG00000199151	MIR337
ENSG00000252879	RN7SKP98
ENSG00000271857	AL096865.1
ENSG00000200436	RF00019
ENSG00000226681	AC020595.1
ENSG00000188771	PLET1
ENSG00000207577	MIR587
ENSG00000255963	
ENSG00000255819	KLRC4-KLRK1
ENSG00000265087	
ENSG00000263089	AC007114.2
ENSG00000141086	CTRL
ENSG00000230523	LINC01756
ENSG00000256783	AC079031.1
ENSG00000247732	AC091951.2
ENSG00000226048	YBX1P8
ENSG00000248752	AC010235.1
ENSG00000160211	G6PD
ENSG00000226620	LINC00343
ENSG00000273439	
ENSG00000214917	AC011825.1
ENSG00000175294	CATSPER1
ENSG00000257150	PGAM1P5
ENSG00000104951	IL4I1
ENSG00000264837	VN1R71P
ENSG00000143368	SF3B4
ENSG00000267076	CCDC58P3
ENSG00000214890	AC020937.1
ENSG00000271868	AC114810.1
ENSG00000253029	
ENSG00000227372	TP73-AS1
ENSG00000226772	AL021393.1
ENSG00000260447	AC009065.3
ENSG00000259117	AL121576.1
ENSG00000270763	DDX43P2
ENSG00000161570	
ENSG00000106304	SPAM1
ENSG00000270299	AL121758.1
ENSG00000251438	AC104078.2
ENSG00000055163	CYFIP2
ENSG00000105639	JAK3
ENSG00000168291	PDHB
ENSG00000269072	AC063977.6
ENSG00000175215	CTDSP2
ENSG00000138835	RGS3
ENSG00000266994	AC020663.1
ENSG00000259166	AL049836.2
ENSG00000202537	RF00096
ENSG00000244038	DDOST
ENSG00000230815	AL807757.1
ENSG00000214047	RPS11P7
ENSG00000153922	CHD1
ENSG00000169129	AFAP1L2
ENSG00000058799	YIPF1
ENSG00000180015	AC093909.1
ENSG00000242575	AC012501.2
ENSG00000225234	TRAPPC12-AS1
ENSG00000173040	EVC2
ENSG00000165879	FRAT1
ENSG00000108296	
ENSG00000270864	IGHV3OR16-6
ENSG00000117560	FASLG
ENSG00000253994	NDUFB9P3
ENSG00000108448	TRIM16L
ENSG00000100503	NIN
ENSG00000121634	GJA8
ENSG00000224081	SLC44A3-AS1
ENSG00000213187	COPS5P1
ENSG00000101916	TLR8
ENSG00000106823	ECM2
ENSG00000233319	PPIAP32
ENSG00000131171	SH3BGRL
ENSG00000234940	AC023128.1
ENSG00000248826	PCBP2P3
ENSG00000265753	RN7SL444P
ENSG00000228239	AL138900.1
ENSG00000256340	ABCC6P1
ENSG00000169340	PDILT
ENSG00000203880	PCMTD2
ENSG00000258484	SPESP1
ENSG00000185198	PRSS57
ENSG00000234902	AC007879.3
ENSG00000163217	BMP10
ENSG00000213181	OR10N1P
ENSG00000231667	OR7E111P
ENSG00000202241	RN7SKP186
ENSG00000200139	RNU6-778P
ENSG00000266703	MIR4490
ENSG00000233158	RPS24P6
ENSG00000259285	AC025431.1
ENSG00000257365	FNTB
ENSG00000156970	BUB1B
ENSG00000232159	RAB9BP1
ENSG00000228560	AL513323.1
ENSG00000224723	GUSBP10
ENSG00000132406	TMEM128
ENSG00000130227	XPO7
ENSG00000100321	SYNGR1
ENSG00000070404	FSTL3
ENSG00000088205	DDX18
ENSG00000124449	IRGC
ENSG00000116863	ADPRHL2
ENSG00000223886	AC073073.1
ENSG00000254995	STX16-NPEPL1
ENSG00000171408	PDE7B
ENSG00000270163	
ENSG00000162923	WDR26
ENSG00000196395	AC244505.1
ENSG00000241007	SEPT7P6
ENSG00000019995	ZRANB1
ENSG00000122966	CIT
ENSG00000142867	BCL10
ENSG00000131982	UBE2L2
ENSG00000163283	ALPP
ENSG00000123066	MED13L
ENSG00000227491	CCNJP1
ENSG00000169180	XPO6
ENSG00000133858	ZFC3H1
ENSG00000227073	SDHDP2
ENSG00000204704	OR2W1
ENSG00000273399	AL159169.3
ENSG00000242086	MUC20-OT1
ENSG00000254816	AC090857.1
ENSG00000198576	ARC
ENSG00000136237	RAPGEF5
ENSG00000234828	IQCM
ENSG00000257586	AC018448.2
ENSG00000211452	DIO1
ENSG00000169249	ZRSR2
ENSG00000254589	EIF4A2P3
ENSG00000119707	RBM25
ENSG00000114439	BBX
ENSG00000152104	PTPN14
ENSG00000154229	PRKCA
ENSG00000124678	TCP11
ENSG00000266956	
ENSG00000114904	NEK4
ENSG00000228980	LINC01205
ENSG00000253944	AC027117.2
ENSG00000173114	LRRN3
ENSG00000145916	RMND5B
ENSG00000261542	AC011978.2
ENSG00000236105	PRELID3BP10
ENSG00000178149	DALRD3
ENSG00000253597	
ENSG00000204991	SPIRE2
ENSG00000228638	FCF1P2
ENSG00000172794	RAB37
ENSG00000205364	MT1M
ENSG00000226666	HSPA9P1
ENSG00000267779	LINC01533
ENSG00000200388	RNU6-618P
ENSG00000225078	AL365338.1
ENSG00000251321	PCAT4
ENSG00000184258	CDR1
ENSG00000198574	SH2D1B
ENSG00000229886	AC068533.2
ENSG00000228363	AC015971.1
ENSG00000141979	AC008764.1
ENSG00000101255	TRIB3
ENSG00000105171	POP4
ENSG00000138463	DIRC2
ENSG00000253025	RNU2-12P
ENSG00000119403	PHF19
ENSG00000225434	LINC01504
ENSG00000258738	AL121603.2
ENSG00000218549	OR4K12P
ENSG00000146416	AIG1
ENSG00000187164	SHTN1
ENSG00000235219	AC236972.2
ENSG00000104529	EEF1D
ENSG00000138190	EXOC6
ENSG00000199347	RNU5E-1
ENSG00000124383	MPHOSPH10
ENSG00000162391	FAM151A
ENSG00000146828	SLC12A9
ENSG00000253723	AC107934.2
ENSG00000248932	AC097103.2
ENSG00000235037	
ENSG00000161958	FGF11
ENSG00000264695	AC007922.1
ENSG00000239183	SNORA84
ENSG00000115966	ATF2
ENSG00000247157	LINC01252
ENSG00000142089	IFITM3
ENSG00000257640	AC096558.2
ENSG00000169139	UBE2V2
ENSG00000102349	KLF8
ENSG00000005206	SPPL2B
ENSG00000148842	CNNM2
ENSG00000225385	AL353572.1
ENSG00000231322	RPL13AP17
ENSG00000249484	LINC01470
ENSG00000261166	AC073429.2
ENSG00000269516	CYP4F23P
ENSG00000271998	AC034229.3
ENSG00000206105	KRTAP20-4
ENSG00000167799	NUDT8
ENSG00000124089	MC3R
ENSG00000132879	FBXO44
ENSG00000273472	AC096733.2
ENSG00000232907	DLGAP4-AS1
ENSG00000108821	COL1A1
ENSG00000257687	AC079600.2
ENSG00000221539	SNORD99
ENSG00000141448	GATA6
ENSG00000249557	HSPD1P15
ENSG00000263933	
ENSG00000169710	FASN
ENSG00000239218	RPS20P22
ENSG00000212550	RNU1-78P
ENSG00000240240	BX664727.3
ENSG00000245768	AC092378.1
ENSG00000184304	PRKD1
ENSG00000164729	SLC35G3
ENSG00000161326	
ENSG00000108551	RASD1
ENSG00000235597	LINC01102
ENSG00000262171	AC130651.1
ENSG00000002726	AOC1
ENSG00000255449	AP002812.5
ENSG00000227775	AL031282.1
ENSG00000065357	DGKA
ENSG00000133816	MICAL2
ENSG00000077943	ITGA8
ENSG00000265211	
ENSG00000264379	RF00157
ENSG00000140553	UNC45A
ENSG00000272934	AL390726.4
ENSG00000271537	AC009220.3
ENSG00000005381	MPO
ENSG00000204859	ZBTB48
ENSG00000248475	AC016642.1
ENSG00000095637	SORBS1
ENSG00000251408	AC113615.1
ENSG00000266979	LINC01180
ENSG00000265423	MIR4652
ENSG00000181035	SLC25A42
ENSG00000217239	AL136968.2
ENSG00000010379	SLC6A13
ENSG00000217160	MTCO2P31
ENSG00000232949	AC002480.3
ENSG00000200411	RNA5SP346
ENSG00000242294	STAG3L5P
ENSG00000021762	OSBPL5
ENSG00000218424	NDUFS5P1
ENSG00000158125	XDH
ENSG00000222313	RN7SKP267
ENSG00000225072	OR7E116P
ENSG00000229652	AL359837.1
ENSG00000228697	AL023755.1
ENSG00000223809	AC234771.1
ENSG00000227080	AC012441.1
ENSG00000162604	TM2D1
ENSG00000170323	FABP4
ENSG00000228016	RAPGEF4-AS1
ENSG00000231607	DLEU2
ENSG00000260902	LINC02011
ENSG00000072121	ZFYVE26
ENSG00000133401	PDZD2
ENSG00000186466	AQP7P1
ENSG00000186143	PRR30
ENSG00000064218	DMRT3
ENSG00000241273	
ENSG00000224752	VN1R21P
ENSG00000227518	AL928970.1
ENSG00000145451	GLRA3
ENSG00000204352	C9orf129
ENSG00000221955	SLC12A8
ENSG00000080644	CHRNA3
ENSG00000070190	DAPP1
ENSG00000118515	SGK1
ENSG00000206145	P2RX6P
ENSG00000188282	RUFY4
ENSG00000259201	AC090971.2
ENSG00000271167	LINC01109
ENSG00000122729	ACO1
ENSG00000230037	UBBP1
ENSG00000131732	ZCCHC9
ENSG00000262539	AC005829.2
ENSG00000137500	CCDC90B
ENSG00000184524	CEND1
ENSG00000124104	SNX21
ENSG00000264130	
ENSG00000223768	LINC00205
ENSG00000236483	MTND2P40
ENSG00000253193	
ENSG00000213601	KRT18P19
ENSG00000266591	
ENSG00000105137	SYDE1
ENSG00000264543	
ENSG00000247381	PLUT
ENSG00000196187	TMEM63A
ENSG00000259058	AF111169.2
ENSG00000267663	PPIAP56
ENSG00000205215	KRT17P7
ENSG00000199552	RF00092
ENSG00000176463	SLCO3A1
ENSG00000272990	AC084036.1
ENSG00000229892	AL035666.1
ENSG00000241163	LINC00877
ENSG00000100294	MCAT
ENSG00000229241	PNPT1P1
ENSG00000237485	
ENSG00000136689	IL1RN
ENSG00000253563	NKX2-1-AS1
ENSG00000111785	RIC8B
ENSG00000108001	EBF3
ENSG00000070444	MNT
ENSG00000261046	C2orf69P1
ENSG00000226348	VN2R10P
ENSG00000221515	
ENSG00000071626	DAZAP1
ENSG00000152455	SUV39H2
ENSG00000147382	
ENSG00000162998	FRZB
ENSG00000238194	AL121908.1
ENSG00000269729	AC006262.2
ENSG00000139637	C12orf10
ENSG00000206752	RNU6-1323P
ENSG00000259309	AC021818.1
ENSG00000227862	HNRNPA1P31
ENSG00000230655	OR7E55P
ENSG00000183963	SMTN
ENSG00000178965	ERICH3
ENSG00000256298	AC135388.1
ENSG00000241198	RN7SL191P
ENSG00000179115	FARSA
ENSG00000219410	AC125494.1
ENSG00000256513	AC022081.1
ENSG00000049130	KITLG
ENSG00000198520	C1orf228
ENSG00000109323	MANBA
ENSG00000250208	FZD10-AS1
ENSG00000237343	AC246785.3
ENSG00000248211	TRPC7-AS1
ENSG00000163541	SUCLG1
ENSG00000250237	AC010273.2
ENSG00000048545	GUCA1A
ENSG00000230891	LINC00692
ENSG00000254685	FPGT
ENSG00000163067	
ENSG00000172840	PDP2
ENSG00000106615	RHEB
ENSG00000224577	LINC01117
ENSG00000198857	HSD3BP5
ENSG00000235616	ST13P2
ENSG00000127529	OR7C2
ENSG00000102385	DRP2
ENSG00000261308	FIGNL2
ENSG00000212293	RF00190
ENSG00000231838	CR769775.2
ENSG00000116128	BCL9
ENSG00000100422	CERK
ENSG00000264710	
ENSG00000166111	SVOP
ENSG00000227300	KRT16P2
ENSG00000107262	BAG1
ENSG00000266463	MIR3196
ENSG00000253304	TMEM200B
ENSG00000101407	TTI1
ENSG00000223780	
ENSG00000180822	PSMG4
ENSG00000201493	RNU1-141P
ENSG00000236769	AL139237.2
ENSG00000197591	OR11L1
ENSG00000262554	AC004232.1
ENSG00000261340	LINC01616
ENSG00000105355	PLIN3
ENSG00000228141	AC105339.1
ENSG00000169413	RNASE6
ENSG00000216069	MIR875
ENSG00000163882	POLR2H
ENSG00000199200	RF00019
ENSG00000130244	FAM98C
ENSG00000267134	LINC01924
ENSG00000248545	AC092436.2
ENSG00000251226	AP001999.1
ENSG00000176879	
ENSG00000230452	LINC01381
ENSG00000234564	HSPA8P20
ENSG00000175221	MED16
ENSG00000118432	CNR1
ENSG00000231092	AC012513.1
ENSG00000224114	AL591846.1
ENSG00000188425	NANOS2
ENSG00000264422	AC015818.4
ENSG00000207734	MIR517A
ENSG00000106993	CDC37L1
ENSG00000101981	F9
ENSG00000160868	CYP3A4
ENSG00000139629	GALNT6
ENSG00000216206	
ENSG00000232148	FMO11P
ENSG00000263556	RN7SL383P
ENSG00000159674	SPON2
ENSG00000266575	BOLA2P1
ENSG00000166736	HTR3A
ENSG00000133063	CHIT1
ENSG00000254281	AP003354.2
ENSG00000233383	AC073089.1
ENSG00000256311	AC084880.2
ENSG00000212305	RNU6-679P
ENSG00000222631	
ENSG00000186960	LINC01551
ENSG00000236390	AC092800.1
ENSG00000138449	SLC40A1
ENSG00000213908	CYP2A7P1
ENSG00000251309	AP002075.1
ENSG00000232732	AC097717.1
ENSG00000234928	LINC01659
ENSG00000115525	ST3GAL5
ENSG00000235397	EPN2-AS1
ENSG00000117091	CD48
ENSG00000229910	HNRNPA1P18
ENSG00000182931	WFDC10B
ENSG00000240257	
ENSG00000118503	TNFAIP3
ENSG00000182824	LINC01662
ENSG00000053747	LAMA3
ENSG00000267692	TAF9P3
ENSG00000261263	AC138907.5
ENSG00000251373	AC092593.2
ENSG00000188976	NOC2L
ENSG00000250215	CIR1P2
ENSG00000201210	RNA5SP139
ENSG00000236312	RPL34P34
ENSG00000239839	DEFA3
ENSG00000114857	NKTR
ENSG00000252774	RF00554
ENSG00000099814	CEP170B
ENSG00000249923	AC007663.2
ENSG00000213561	AC103591.2
ENSG00000240429	LRRFIP1P1
ENSG00000271238	AC023932.2
ENSG00000270033	
ENSG00000176771	NCKAP5
ENSG00000269834	ZNF528-AS1
ENSG00000221464	MIR1271
ENSG00000231517	
ENSG00000266288	AP005671.1
ENSG00000203734	ECT2L
ENSG00000243566	UPK3B
ENSG00000242735	RPSAP26
ENSG00000265240	AC114689.2
ENSG00000238770	
ENSG00000231712	AC104698.1
ENSG00000177963	RIC8A
ENSG00000163069	SGCB
ENSG00000213958	KRT18P29
ENSG00000162413	KLHL21
ENSG00000229719	MIR194-2HG
ENSG00000204434	POTEKP
ENSG00000257700	AC055716.3
ENSG00000173261	PLAC8L1
ENSG00000179676	LINC00305
ENSG00000267354	AC091151.1
ENSG00000182230	FAM153B
ENSG00000050327	ARHGEF5
ENSG00000113163	COL4A3BP
ENSG00000185313	SCN10A
ENSG00000176075	LINC00302
ENSG00000181296	OR5G1P
ENSG00000266112	
ENSG00000238001	SNRPCP1
ENSG00000171217	CLDN20
ENSG00000187609	EXD3
ENSG00000233632	Z82198.3
ENSG00000211923	IGHD3-10
ENSG00000265007	MIR4327
ENSG00000135604	STX11
ENSG00000132963	POMP
ENSG00000269964	MEI4
ENSG00000230124	ACBD6
ENSG00000101940	WDR13
ENSG00000254636	ARMS2
ENSG00000253656	AC090987.1
ENSG00000112799	LY86
ENSG00000252922	RNU6-365P
ENSG00000128590	DNAJB9
ENSG00000101278	RPS10P5
ENSG00000263621	
ENSG00000110400	NECTIN1
ENSG00000212127	TAS2R14
ENSG00000205771	CATSPER2P1
ENSG00000264652	
ENSG00000179029	TMEM107
ENSG00000267689	AC010525.2
ENSG00000218512	SPTLC1P2
ENSG00000239995	TPT1P11
ENSG00000214575	CPEB1
ENSG00000234020	CHIAP3
ENSG00000236238	AC093106.1
ENSG00000201394	RNA5SP140
ENSG00000250803	AC010255.3
ENSG00000237131	AL021397.1
ENSG00000264785	AC005722.3
ENSG00000236889	AC244035.2
ENSG00000231169	EEF1B2P1
ENSG00000164430	CGAS
ENSG00000095564	BTAF1
ENSG00000226026	AC092802.1
ENSG00000270542	AL356218.2
ENSG00000217930	PAM16
ENSG00000181791	
ENSG00000132849	PATJ
ENSG00000222235	
ENSG00000240518	AC116353.1
ENSG00000251253	MTHFD2P4
ENSG00000267235	ZNF861P
ENSG00000230847	AC044797.1
ENSG00000207183	RNU6-843P
ENSG00000236695	HNRNPA1P47
ENSG00000101188	NTSR1
ENSG00000261488	AC128688.2
ENSG00000176134	AL445665.1
ENSG00000241697	TMEFF1
ENSG00000226523	AC074375.1
ENSG00000170442	KRT86
ENSG00000236319	AC105021.1
ENSG00000188761	BCL2L15
ENSG00000095321	CRAT
ENSG00000103569	AQP9
ENSG00000186480	INSIG1
ENSG00000223622	GSTA6P
ENSG00000265671	AP000894.3
ENSG00000208013	MIR652
ENSG00000241535	CBX5P1
ENSG00000225240	AC117490.1
ENSG00000270472	IGHV3OR16-9
ENSG00000140740	UQCRC2
ENSG00000183729	NPBWR1
ENSG00000224652	LINC00885
ENSG00000064687	ABCA7
ENSG00000250432	AC023794.4
ENSG00000186314	PRELID2
ENSG00000134504	KCTD1
ENSG00000204661	C5orf60
ENSG00000141639	MAPK4
ENSG00000211810	TRAV29DV5
ENSG00000204438	GPANK1
ENSG00000181885	CLDN7
ENSG00000254683	SNRPCP6
ENSG00000258312	AC016152.1
ENSG00000109062	SLC9A3R1
ENSG00000224820	BTF3P4
ENSG00000201535	RF00019
ENSG00000164683	HEY1
ENSG00000250366	TUNAR
ENSG00000251209	LINC00923
ENSG00000114956	DGUOK
ENSG00000170234	PWWP2A
ENSG00000173221	GLRX
ENSG00000204780	IGKV1OR9-1
ENSG00000240093	AC093627.3
ENSG00000218186	KRT8P43
ENSG00000259696	AC104759.1
ENSG00000149091	DGKZ
ENSG00000006652	IFRD1
ENSG00000253971	CDC42P3
ENSG00000231258	ZSWIM5P2
ENSG00000134571	MYBPC3
ENSG00000267613	
ENSG00000252959	RNA5SP170
ENSG00000259846	AC092131.1
ENSG00000269741	AC011473.4
ENSG00000254469	AP002495.1
ENSG00000233917	POTEB
ENSG00000168619	ADAM18
ENSG00000258482	TRAV15
ENSG00000183560	IZUMO1R
ENSG00000198390	KRTAP13-1
ENSG00000169035	KLK7
ENSG00000196754	S100A2
ENSG00000234104	AL133465.1
ENSG00000137309	HMGA1
ENSG00000269410	
ENSG00000241505	AL391645.1
ENSG00000244036	AC073320.1
ENSG00000257175	CR383656.1
ENSG00000243536	
ENSG00000157214	STEAP2
ENSG00000185078	AC093698.1
ENSG00000221093	RF00334
ENSG00000146047	HIST1H2BA
ENSG00000211592	IGKC
ENSG00000258525	AL049830.3
ENSG00000253440	IGHV3-33-2
ENSG00000271077	AC096553.1
ENSG00000227852	RPS29P17
ENSG00000150165	
ENSG00000145743	FBXL17
ENSG00000225972	MTND1P23
ENSG00000169662	BCRP6
ENSG00000257642	AC011313.1
ENSG00000032389	EIPR1
ENSG00000240216	CPHL1P
ENSG00000201634	SNORD115-48
ENSG00000236277	NIPA2P5
ENSG00000232636	AL360267.1
ENSG00000263999	RN7SL42P
ENSG00000222129	RNA5SP36
ENSG00000222361	RNU6-1186P
ENSG00000171132	PRKCE
ENSG00000224346	BICD1P1
ENSG00000169618	PROKR1
ENSG00000226642	ACTG1P12
ENSG00000183778	B3GALT5
ENSG00000265193	MIR3923
ENSG00000198885	ITPRIPL1
ENSG00000167186	COQ7
ENSG00000174970	OR10AG1
ENSG00000250305	TRMT9B
ENSG00000231956	HNRNPA1P9
ENSG00000257038	AP002761.3
ENSG00000250191	AC105252.1
ENSG00000034693	PEX3
ENSG00000236095	AL807757.2
ENSG00000187667	
ENSG00000263766	AC025682.1
ENSG00000258373	SLC25A3P2
ENSG00000254115	AC090572.3
ENSG00000254560	BBOX1-AS1
ENSG00000178235	SLITRK1
ENSG00000258940	AL132639.2
ENSG00000230435	AC004160.2
ENSG00000229201	AC092783.1
ENSG00000204702	OR2J1
ENSG00000249459	ZNF286B
ENSG00000206181	ELOA2
ENSG00000230212	AP000688.1
