,SA599177,SA599143,SA598026,SA598002,SA601548,SA598067,SA599175,SA599123,SA598046,SA599154,SA599107,SA598013,SA598029,SA599136,SA598027,SA598003,SA598017,SA599169,SA599118,SA601545,SA599102,SA599088,SA598025,SA599157,SA598014,SA599112,SA599132,SA598018,SA599094,SA598012,SA598062,SA599146,SA599092,SA599098,SA599166,SA598001,SA599104,SA598040
cg04747226,0.029639995,0.052716831,0.057904228,0.068852459,0.572585902,0.019622642,0.047369022,0.901756418,0.062070307,0.868064273,0.03948806,0.576812326,0.078295912,0.063279988,0.64184514,0.086685105,0.015344345,0.021349148,0.766488721,0.721717172,0.021903184,0.712960278,0.340455219,0.796163421,0.021298357,0.014445828,0.062796866,0.026165634,0.030318091,0.044907573,0.019577465,0.044512947,0.041057418,0.051571559,0.020436263,0.633067372,0.032334891,0.073824228
cg27234864,0.275287075,0.041197733,0.066524156,0.843765684,0.606717666,0.03453414,0.255204318,0.859102314,0.052568339,0.564319249,0.333002046,0.814800916,0.044960722,0.059927935,0.017063922,0.831974844,0.113284203,0.126351407,0.686169887,0.578838816,0.012596162,0.484381026,0.064090099,0.578209737,0.6043338,0.022122794,0.052730879,0.02812382,0.038906566,0.632034632,0.062844852,0.019451733,0.047170251,0.018775087,0.099236641,0.775509461,0.024307278,0.072476335
cg00731785,0.731667652,0.326010886,0.040019,0.771103008,0.457000415,0.164773524,0.658848333,0.809931736,0.031176668,0.046278191,0.306845201,0.715703276,0.028951222,0.800943674,0.034366489,0.841753003,0.704941628,0.023029153,0.567702703,0.594697935,0.110100867,0.446108188,0.034671765,0.031241761,0.078452498,0.230198754,0.775879542,0.703019538,0.031813677,0.043809896,0.134892575,0.423246406,0.472859296,0.286831604,0.027956457,0.711869294,0.028762542,0.037115001
cg02191312,0.751007375,0.033697632,0.036851915,0.658010276,0.541523771,0.042769376,0.689424466,0.743855647,0.193295574,0.741841366,0.753768421,0.538409582,0.057767568,0.414703217,0.539278132,0.782298496,0.018255992,0.018852336,0.394745844,0.597636768,0.017319098,0.009394042,0.338691346,0.764261238,0.046593665,0.762104935,0.401483871,0.016050686,0.017138485,0.028915836,0.029661991,0.010663321,0.171489577,0.020111732,0.014479381,0.536578936,0.031178359,0.058235586
cg18844382,0.026128678,0.042435737,0.090405904,0.067358825,0.609024664,0.04563336,0.035829149,0.787695355,0.397505285,0.806066506,0.032771698,0.771523411,0.117141895,0.055193268,0.02531476,0.057558455,0.060648373,0.028322041,0.610418483,0.6743604,0.448396561,0.731851502,0.036661733,0.836264941,0.04820502,0.022259656,0.049656889,0.035166319,0.031531532,0.04984677,0.059975432,0.040756831,0.0652974,0.730754163,0.066381523,0.735724554,0.035953226,0.136387938
cg11595545,0.030392465,0.051377028,0.039890918,0.086704965,0.664223041,0.043101313,0.027046784,0.859374363,0.198796557,0.839118283,0.024989441,0.850283241,0.031884772,0.05403719,0.033849383,0.077465129,0.04541143,0.021264132,0.66231019,0.711420473,0.030941994,0.020078615,0.043909793,0.855738013,0.076024504,0.038352179,0.051850892,0.039085674,0.036531561,0.039047355,0.045672692,0.023868313,0.038872494,0.037331869,0.032782502,0.753861556,0.016610466,0.033604637
cg12975230,0.017319964,0.024656162,0.103202089,0.035516254,0.647311333,0.02837342,0.007865937,0.887979144,0.141741491,0.022590689,0.810494297,0.779449224,0.142382017,0.053151245,0.007516814,0.043419118,0.010012703,0.018998273,0.713385827,0.727137652,0.011514791,0.684865982,0.011809076,0.042518758,0.065901921,0.578422293,0.027926452,0.009050978,0.022125736,0.030951211,0.012433674,0.013862025,0.052150207,0.015191952,0.024867324,0.786742081,0.039635748,0.168238288
cg12392684,0.852410747,0.084937201,0.174534574,0.724275214,0.596812749,0.437641357,0.807121288,0.837293317,0.106748673,0.462645268,0.795374707,0.125050521,0.192515293,0.759160613,0.083216391,0.783323749,0.073356319,0.112102461,0.556702668,0.705355634,0.108443709,0.094656489,0.078287543,0.511882229,0.200044653,0.830965068,0.711615487,0.074162011,0.115511099,0.119857143,0.436728395,0.877219546,0.039474707,0.462630966,0.086117586,0.129709593,0.106401384,0.235975173
cg23164203,0.786075619,0.084936824,0.075419441,0.694687581,0.473699749,0.170583116,0.716902094,0.814181376,0.254624417,0.746957924,0.733414261,0.691650891,0.071395985,0.801428923,0.590917041,0.77740911,0.069929689,0.073671642,0.446332777,0.619089851,0.433153542,0.099534279,0.355524979,0.726967048,0.078484764,0.757702132,0.698069331,0.068108362,0.092494274,0.06904176,0.139525895,0.850180086,0.286773669,0.134240815,0.073337864,0.699404888,0.077209959,0.064631245
cg21250296,0.817317628,0.042529503,0.070217554,0.324219564,0.526430474,0.34260906,0.801453155,0.825251678,0.071078106,0.073731427,0.761142226,0.756511952,0.071575126,0.787080186,0.074030552,0.326810616,0.053188081,0.05761523,0.430747831,0.637607106,0.07595203,0.0540045,0.065852409,0.081976113,0.136573655,0.805741547,0.725580714,0.05015125,0.056760608,0.211646219,0.304462455,0.055936073,0.641098278,0.079132716,0.071405202,0.692614108,0.063296869,0.073475769
cg06401021,0.034701224,0.100717513,0.225221951,0.090104917,0.685298362,0.094362449,0.029019503,0.904610422,0.14022082,0.644284104,0.03914176,0.55650012,0.295941077,0.696079479,0.499775684,0.063916635,0.028945333,0.035076651,0.800028931,0.798810343,0.037310157,0.904815618,0.407999655,0.652391387,0.083119266,0.022057322,0.62592382,0.031517729,0.050766654,0.072433917,0.114970796,0.042641663,0.055975197,0.031977842,0.053185035,0.641719258,0.05534017,0.30461042
cg08382226,0.860192003,0.049697247,0.083973894,0.094115029,0.679602231,0.105307321,0.846586345,0.872971664,0.272331868,0.874114617,0.066983639,0.650087122,0.088949562,0.475693527,0.109243697,0.111318067,0.588753765,0.092433362,0.39891668,0.745826904,0.336403958,0.576036148,0.111393209,0.870967742,0.073576385,0.056731461,0.485493595,0.534450652,0.080826224,0.087041374,0.100059797,0.06971935,0.068821786,0.514423077,0.089860908,0.692412334,0.107022901,0.081042158
cg14056357,0.733752403,0.518012539,0.10455748,0.797150085,0.526525388,0.033765756,0.728061142,0.743466823,0.062839803,0.510113165,0.520162016,0.692131674,0.104207198,0.784019662,0.530291388,0.806602254,0.496760618,0.021588061,0.54151112,0.475221145,0.031416619,0.017336252,0.424441885,0.530258612,0.035269481,0.531754764,0.817230226,0.476284912,0.026720458,0.03425656,0.025990321,0.017688121,0.023339406,0.038886771,0.03817586,0.679174732,0.018225086,0.102691813
cg21277995,0.558106664,0.02271464,0.015556607,0.059372014,0.632656861,0.015097111,0.559032431,0.694527802,0.134263794,0.787085744,0.012732493,0.859786974,0.011674347,0.040162936,0.020218871,0.052825643,0.021297574,0.039971587,0.557092792,0.749149522,0.012144746,0.014928938,0.019947474,0.78902891,0.040916588,0.014490203,0.048941703,0.014048757,0.024543174,0.038571255,0.013085176,0.022009207,0.104264255,0.013368075,0.019618696,0.791414842,0.031039387,0.026441598
cg12352124,0.790348774,0.080390795,0.064272212,0.613264966,0.593068117,0.061917234,0.789561587,0.870761517,0.116442123,0.792043136,0.378608613,0.376880363,0.088081612,0.746399553,0.593373931,0.636015889,0.056802244,0.049291642,0.449934875,0.712004875,0.447775013,0.033671934,0.387352531,0.825300737,0.1097254,0.099656906,0.800940619,0.052610114,0.063037469,0.10200256,0.064721433,0.052221972,0.698177726,0.448548813,0.084345204,0.403311285,0.050169023,0.108354786
cg03278146,0.842320484,0.012161475,0.042871511,0.045797414,0.338939762,0.032904503,0.780015281,0.871043034,0.036289339,0.593854919,0.02127471,0.83992616,0.055678689,0.036046453,0.017086715,0.069648164,0.010457714,0.023390707,0.498879812,0.633586071,0.00746636,0.279617803,0.029415706,0.699121161,0.056919965,0.014300232,0.061754815,0.012698168,0.040339449,0.050181764,0.027693857,0.026857076,0.165303738,0.033361035,0.030955919,0.776022052,0.03422005,0.059831723
cg13604337,0.81435059,0.038920754,0.037198563,0.090286341,0.054661852,0.027394958,0.740455459,0.836283186,0.062159527,0.799453437,0.062241169,0.184357542,0.061960247,0.843868613,0.387822791,0.078766589,0.088643068,0.05470398,0.692890343,0.101916697,0.148393021,0.201359223,0.177386935,0.850519155,0.096178473,0.023194809,0.78558526,0.047461824,0.035146631,0.093839954,0.033033947,0.035602679,0.121197442,0.029411765,0.013438429,0.132416102,0.042553191,0.039298872
cg01105494,0.86091954,0.051034397,0.101577184,0.293124587,0.553924598,0.058858715,0.851496491,0.904615385,0.307953114,0.033660131,0.032372681,0.868967964,0.135377443,0.09300554,0.127216231,0.260537169,0.043001895,0.04548336,0.676108453,0.590771558,0.034529452,0.025607027,0.056617447,0.042983101,0.075655829,0.0299655,0.062553948,0.01504298,0.061168808,0.065644614,0.077386935,0.026454196,0.619414317,0.046859422,0.041253381,0.799042097,0.032837128,0.113088309
cg03358769,0.872094752,0.318853648,0.488127968,0.13180576,0.290898821,0.110635143,0.816656653,0.842480862,0.035858927,0.264892844,0.793917939,0.071791301,0.316566866,0.585507103,0.7163028,0.129958602,0.100930701,0.05854164,0.700228747,0.705477366,0.811154895,0.862187236,0.503125173,0.329465893,0.123220049,0.859516951,0.588592383,0.070762516,0.04628486,0.092396444,0.090956841,0.062588342,0.318186299,0.478298238,0.064471534,0.134775155,0.040915669,0.373068873
cg07790615,0.545945576,0.020886228,0.111308386,0.06828711,0.517690254,0.045967742,0.512917341,0.909222528,0.152369466,0.759353504,0.556928631,0.821899909,0.12752498,0.049290421,0.023426428,0.056695464,0.006367223,0.037566555,0.564116003,0.703384207,0.073074336,0.010295632,0.011434197,0.786048,0.042328482,0.479714594,0.060981364,0.012936711,0.029494382,0.055453991,0.032419398,0.008354574,0.029532779,0.019541701,0.041072609,0.790140236,0.049058886,0.180350107
cg02152120,0.890288096,0.056361239,0.06139899,0.322770818,0.588241351,0.019205395,0.893353528,0.923195232,0.159666998,0.043450377,0.025974026,0.769214769,0.073423689,0.100205262,0.138413686,0.356345178,0.034599243,0.039237783,0.764697004,0.543816544,0.044127052,0.031096563,0.068797861,0.036291023,0.108992712,0.029776054,0.080235205,0.03972311,0.042957897,0.087505849,0.046563193,0.028830753,0.231116992,0.041524636,0.059038462,0.813043839,0.046491131,0.069078947
cg15258847,0.833165465,0.065224122,0.030992736,0.074286269,0.458579532,0.037412587,0.794510386,0.867650776,0.032671629,0.030327157,0.535425239,0.839111969,0.042457321,0.075862069,0.030282547,0.078448878,0.018327028,0.030475491,0.648820666,0.653979405,0.018742546,0.025709632,0.034141101,0.068295555,0.067061875,0.566830377,0.070494692,0.026479489,0.027857292,0.032510237,0.028550777,0.025773196,0.061000685,0.030948757,0.038442583,0.755833862,0.056854145,0.029613156
cg10885961,0.834095814,0.030723681,0.079746262,0.058347325,0.58905596,0.061703395,0.770613593,0.856108066,0.161135161,0.440615836,0.755060729,0.716409692,0.063646574,0.045962814,0.039782651,0.048628341,0.034369055,0.071871969,0.449846501,0.650194941,0.042391648,0.02360837,0.038225578,0.456714044,0.061196539,0.807680916,0.028897969,0.033682351,0.04070407,0.045058059,0.053347041,0.044412086,0.197211155,0.064929263,0.038419596,0.696787306,0.084540636,0.069485615
cg04023150,0.547910805,0.034281205,0.063152114,0.02166987,0.459834602,0.042469745,0.514803625,0.881373804,0.113139176,0.858366693,0.013665351,0.035408367,0.067795247,0.024327189,0.01658556,0.02998182,0.01246296,0.064833575,0.708054589,0.722056033,0.129128179,0.676560276,0.013987318,0.860880864,0.080249329,0.007644197,0.02710097,0.017266515,0.030884596,0.068300058,0.028569739,0.027778969,0.664275059,0.008701409,0.055967144,0.031077799,0.028779082,0.068617758
cg12483476,0.67396349,0.518858289,0.183934564,0.043596809,0.522879849,0.075735057,0.644006769,0.790390707,0.035402385,0.712992858,0.708034247,0.668096128,0.221154257,0.049505238,0.010579771,0.03696888,0.014544003,0.065218532,0.571627592,0.581642406,0.008407487,0.686202365,0.019777568,0.705656665,0.043580719,0.716426462,0.033061527,0.010078387,0.015767881,0.026937751,0.06653764,0.531923131,0.55859594,0.021475347,0.078416481,0.652440265,0.04464872,0.26382409
cg25778535,0.735156502,0.051069454,0.038275988,0.483609576,0.573025532,0.060838241,0.691059652,0.787432019,0.053986954,0.752141762,0.021633199,0.71164395,0.052239147,0.439470989,0.483222299,0.498512735,0.737125591,0.054050482,0.550147431,0.613275092,0.37480123,0.010864468,0.298348971,0.773078153,0.060787736,0.442528084,0.435250858,0.705274043,0.032874259,0.056096841,0.049481621,0.027147112,0.739029463,0.639751553,0.035502216,0.695721185,0.04505293,0.055431611
cg06827247,0.857210716,0.28372062,0.395679066,0.096663363,0.251182101,0.083491977,0.818540953,0.844360811,0.128082091,0.221984907,0.815098039,0.100579252,0.310380171,0.488586191,0.64977573,0.080478955,0.058481387,0.059935495,0.550179028,0.660819431,0.817052513,0.821656718,0.388291919,0.313269289,0.077037426,0.855315851,0.473605895,0.036740558,0.0609319,0.045741461,0.067373507,0.046298741,0.075140774,0.530934019,0.038589139,0.106641039,0.052230047,0.313457788
cg12391352,0.082870776,0.01940513,0.278582809,0.085863017,0.318631329,0.039081475,0.047325292,0.847581115,0.115747242,0.847462716,0.028286025,0.063002763,0.180577917,0.04987013,0.536481802,0.081365154,0.776571429,0.049664107,0.549671071,0.607123288,0.247523698,0.76927051,0.312649165,0.85206921,0.075849593,0.015494413,0.028397566,0.738314785,0.028838408,0.06794801,0.019572755,0.016502909,0.757938026,0.337134711,0.030935614,0.077752324,0.04608632,0.180199057
cg27086773,0.902635516,0.314617893,0.031158561,0.079215499,0.682067345,0.268029275,0.871940747,0.26703323,0.068670507,0.024887873,0.509590543,0.889240095,0.036657125,0.062703171,0.025106585,0.122769126,0.022604952,0.031917336,0.092871158,0.803021292,0.02978681,0.027288232,0.025998418,0.013616771,0.12421335,0.473894722,0.06511151,0.014464489,0.05369956,0.214858806,0.224534285,0.507295597,0.075893193,0.027782992,0.020590626,0.851956756,0.027895507,0.023915941
cg04066019,0.649054142,0.043084331,0.048041986,0.216412078,0.52640992,0.066452154,0.601141749,0.829030797,0.119014914,0.839246659,0.032360484,0.676642714,0.025852302,0.191060904,0.0433196,0.129335422,0.053008399,0.025205429,0.658621428,0.710415542,0.039435765,0.020592722,0.041831951,0.842979304,0.323418481,0.018536397,0.236393297,0.041057032,0.041202081,0.233668608,0.017324916,0.041496678,0.037236836,0.027252082,0.016090866,0.807544797,0.048412285,0.033585387
cg15134649,0.694587239,0.045190055,0.058193937,0.055540792,0.478863062,0.04605148,0.679019288,0.798664062,0.148833558,0.77803552,0.060616033,0.604753294,0.065824825,0.084506441,0.06852376,0.066813409,0.038769625,0.057838983,0.404104742,0.549820236,0.710425889,0.73251656,0.041134855,0.775434243,0.061213434,0.045837231,0.114632315,0.045256885,0.062945867,0.048958645,0.040546382,0.047966985,0.026454347,0.761011651,0.080988974,0.62578263,0.073652332,0.070062438
cg27655158,0.543925438,0.025193167,0.172189651,0.033025245,0.578585843,0.02486205,0.557118109,0.854089723,0.069333333,0.809853734,0.325940897,0.752854999,0.248560712,0.311210249,0.232708533,0.026130749,0.023333956,0.026417989,0.62968509,0.689167738,0.16429219,0.011291866,0.153878387,0.815871139,0.039003089,0.701349465,0.413552411,0.017159254,0.026865821,0.042161441,0.047619048,0.014323096,0.722494033,0.126570216,0.018027708,0.674765579,0.032864073,0.238393138
cg14443519,0.824422285,0.093080866,0.035538687,0.431726982,0.617460781,0.09841629,0.812841794,0.870342178,0.197475267,0.081814638,0.030034638,0.784606077,0.033185531,0.491391655,0.520116034,0.334177459,0.031912216,0.040208488,0.646843684,0.699246905,0.069757366,0.016531864,0.391082672,0.117991224,0.095668953,0.039533661,0.514978064,0.039989746,0.048996897,0.115730671,0.127313722,0.033075333,0.587196382,0.039017462,0.037613858,0.798839994,0.048637523,0.044125075
cg04150136,0.608218611,0.487942932,0.014909995,0.532351894,0.475798457,0.013396871,0.568225364,0.682780155,0.264311094,0.666790261,0.589641068,0.031413397,0.011737089,0.689895638,0.016444061,0.549007744,0.3366582,0.012495591,0.473288933,0.529692902,0.010384141,0.590277465,0.012694146,0.624070438,0.718119223,0.614739128,0.726922242,0.216695792,0.025433141,0.763298007,0.015340614,0.763012504,0.020849421,0.005465476,0.013585259,0.038277722,0.037063475,0.01276771
cg27529871,0.641153367,0.04398311,0.085649718,0.207490637,0.580306616,0.077850877,0.611279048,0.879400488,0.178315018,0.845294839,0.673930497,0.497377491,0.109961033,0.799723211,0.335959804,0.155270809,0.094904963,0.069582931,0.566944943,0.673130815,0.755620723,0.150506971,0.233813859,0.848847926,0.246945842,0.824511453,0.720386785,0.106189821,0.079664094,0.244339547,0.075601926,0.066417649,0.025058275,0.1508069,0.056708445,0.508704483,0.100362757,0.121678322
cg04021697,0.857745704,0.050026405,0.181153534,0.109004447,0.687705367,0.068449947,0.825014543,0.918288755,0.07435248,0.375153416,0.238995385,0.835484851,0.159446739,0.047488584,0.038207931,0.131678707,0.221055914,0.058019281,0.638405765,0.741743035,0.017159319,0.165772532,0.041726481,0.346233018,0.076919055,0.017734989,0.063668979,0.074733096,0.031471282,0.059131883,0.056205524,0.024054399,0.051952394,0.016467608,0.031821618,0.75125502,0.029114511,0.162630946
cg26360792,0.46977661,0.651238049,0.058339661,0.49984151,0.492785892,0.065542536,0.465673824,0.755676602,0.13433908,0.726714262,0.04335281,0.743414229,0.066322581,0.336361474,0.603517087,0.494046818,0.05113441,0.089595554,0.565786579,0.58584567,0.044549608,0.038619667,0.436680712,0.748054001,0.861480363,0.043842429,0.332726169,0.064403829,0.060011919,0.829195436,0.053600341,0.803926124,0.52323385,0.047032475,0.049675762,0.668208384,0.047948164,0.062536005
cg09979478,0.057117621,0.062538645,0.200853908,0.303386483,0.55739915,0.064281798,0.063842527,0.8687079,0.189396261,0.824031653,0.027703122,0.832393686,0.245626747,0.404844291,0.033137051,0.33120304,0.021822149,0.053382747,0.752343929,0.706787136,0.064768977,0.611209821,0.048390805,0.860477342,0.150253807,0.031086177,0.490017769,0.028549211,0.033151031,0.169153613,0.112835993,0.028100346,0.068873339,0.22562823,0.058143577,0.817922928,0.053744799,0.304401795
cg22058855,0.729248022,0.038558407,0.029582083,0.188776371,0.458333333,0.018675013,0.729333462,0.83184363,0.403441938,0.263152016,0.760924069,0.826777088,0.028812427,0.313721249,0.451160542,0.259163088,0.023147777,0.056144517,0.648603513,0.656983054,0.017369727,0.025273555,0.244319085,0.330154813,0.083156009,0.799840369,0.432485429,0.025733486,0.039820114,0.079256595,0.018318068,0.036887608,0.04242839,0.134708205,0.084055933,0.79347994,0.039405259,0.026152981
cg17741501,0.024019965,0.039322917,0.039337474,0.836242222,0.557434769,0.020103161,0.027941913,0.507357721,0.061214423,0.831041908,0.024511325,0.053180726,0.048309617,0.054930907,0.060675803,0.861600896,0.021107179,0.088325973,0.481671316,0.705188836,0.020917518,0.731717139,0.05352383,0.82915679,0.056068912,0.013032146,0.053644455,0.020379556,0.036635707,0.041443373,0.031657113,0.026026605,0.039044928,0.027970993,0.043757339,0.045374227,0.036055526,0.040950544
cg18856581,0.842581342,0.043684613,0.146889179,0.059638621,0.629793032,0.089501756,0.799670944,0.834323628,0.072981057,0.831798649,0.049938725,0.57393377,0.191624467,0.048155738,0.050861707,0.080011876,0.047362859,0.075615741,0.516749822,0.71443383,0.042505924,0.10896408,0.049674978,0.854707866,0.06060013,0.062698485,0.035382327,0.055581724,0.071554845,0.064259106,0.086911949,0.055583799,0.368971699,0.07784285,0.077935849,0.577501504,0.068959341,0.172093023
cg15987088,0.739707149,0.031937363,0.051836735,0.326211089,0.221696143,0.036415193,0.692420359,0.773642515,0.091473939,0.48491921,0.535660892,0.770327845,0.079495304,0.836816923,0.461161188,0.399357477,0.031475805,0.106762528,0.486048771,0.3974333,0.655068585,0.026302754,0.288586354,0.569202646,0.07403379,0.657984032,0.852563829,0.030098832,0.043306267,0.075901452,0.040578635,0.127008081,0.084431206,0.63372093,0.046812539,0.741952636,0.037545998,0.068958645
cg03192598,0.026605505,0.634904695,0.230285742,0.048871678,0.077627096,0.08394486,0.015431302,0.85282523,0.074739931,0.359139463,0.680880132,0.060706987,0.351116514,0.689018043,0.01878162,0.037397783,0.777743393,0.646364692,0.138970542,0.125938428,0.516461981,0.005964215,0.023623572,0.330894266,0.083463042,0.820361011,0.619851704,0.753541238,0.028857926,0.07813231,0.128842018,0.6538404,0.073505754,0.550738856,0.691322018,0.058349231,0.039078039,0.343209877
cg26379859,0.706178966,0.017614037,0.107819958,0.436821086,0.57952685,0.040753,0.692226033,0.876186368,0.062421072,0.579135678,0.022190487,0.775576847,0.136244795,0.031277841,0.016537499,0.460777778,0.015697614,0.021198417,0.686045287,0.693879112,0.019149776,0.014295596,0.023614021,0.52682399,0.039531294,0.008285699,0.035638576,0.013301954,0.034356505,0.042466274,0.038624952,0.016421595,0.041187219,0.027079512,0.038089824,0.703763058,0.029318965,0.132033575
cg06515144,0.552886767,0.053298185,0.111413596,0.056158103,0.524051952,0.02775059,0.541609823,0.847451791,0.157775489,0.71649047,0.581886642,0.729129046,0.12773913,0.067060589,0.549382933,0.094653671,0.022668274,0.056739812,0.666660571,0.652901667,0.03397419,0.60519337,0.470795873,0.783931908,0.066282794,0.576524399,0.050822388,0.024739583,0.025100134,0.054581936,0.032444683,0.025155494,0.011237476,0.018881396,0.064922607,0.710760581,0.026092313,0.130793625
cg15790037,0.789176906,0.194257457,0.483583029,0.208767104,0.467157585,0.478426569,0.759459804,0.831343216,0.084826507,0.823271768,0.704505279,0.789516431,0.290468853,0.902068869,0.579520277,0.210400091,0.789061197,0.055701218,0.693565147,0.678567101,0.597666748,0.774745399,0.351185369,0.836872587,0.912952674,0.811670295,0.863317404,0.774327681,0.036901777,0.921499042,0.447898921,0.137908743,0.377308707,0.712661399,0.044810928,0.764402587,0.054994445,0.35745938
cg15045802,0.81913263,0.072207313,0.040194293,0.07122368,0.599882884,0.060152719,0.816771334,0.399079144,0.206661709,0.746878002,0.014380278,0.068343093,0.032191946,0.046801773,0.706615956,0.111955192,0.649704142,0.232049453,0.029725656,0.564424173,0.07106599,0.854620247,0.500940653,0.809143458,0.097589885,0.015898447,0.067455477,0.511770295,0.039820234,0.071169866,0.025687247,0.100013589,0.049459255,0.043336237,0.267694549,0.089857907,0.026769264,0.039209078
cg13491481,0.450087566,0.027812895,0.067986189,0.049052224,0.538313842,0.019634614,0.418413715,0.856027101,0.222483292,0.636613327,0.016545412,0.85326087,0.079004935,0.032782981,0.020699549,0.043006326,0.656034123,0.016691518,0.613630915,0.690124233,0.421252777,0.089399348,0.017806653,0.58218539,0.41691218,0.012726726,0.034459618,0.635861525,0.017269038,0.494287403,0.017131168,0.017719442,0.043358109,0.414743335,0.014878758,0.800439548,0.018461231,0.079347319
cg23695707,0.642038509,0.027953178,0.04307782,0.495924005,0.400284804,0.177874743,0.630489243,0.66565176,0.095454026,0.7602537,0.31834772,0.39095062,0.048490846,0.826028831,0.193399389,0.539855072,0.031849881,0.116667883,0.484614814,0.5092827,0.022764102,0.072208122,0.067392697,0.797270306,0.851670352,0.238263554,0.789266023,0.04222573,0.036848499,0.808742245,0.127234223,0.020410497,0.078921259,0.024210284,0.157755491,0.434489122,0.063033905,0.035618671
cg03749016,0.767981158,0.049681987,0.074863913,0.283389163,0.54271511,0.088596717,0.720162225,0.832382964,0.255297958,0.737014189,0.715138649,0.76805492,0.130254661,0.710135176,0.361219086,0.28437436,0.774377712,0.099136401,0.496213153,0.628979645,0.436297976,0.094018268,0.273378339,0.788615561,0.131261101,0.723146198,0.792721138,0.735600029,0.077229346,0.084210094,0.083515416,0.057457213,0.415257104,0.636908478,0.115586886,0.734477422,0.079147641,0.129308715
cg06825142,0.197201767,0.150910041,0.467888942,0.372237091,0.635910507,0.057172656,0.232210225,0.817608444,0.160633657,0.798605677,0.734246911,0.157886729,0.354883695,0.706316972,0.428332665,0.465448485,0.764939047,0.080962801,0.373240213,0.646668659,0.06748407,0.73933917,0.270896534,0.7996178,0.727356463,0.761160027,0.719884864,0.750036695,0.056378572,0.787373358,0.051903752,0.834004392,0.115073606,0.062691743,0.074958636,0.121949112,0.079162689,0.378801938
cg14370314,0.016192115,0.043814433,0.11594436,0.049725628,0.570296151,0.044533904,0.024677461,0.775089759,0.107878219,0.753836816,0.021032182,0.77499563,0.146580053,0.040793826,0.02506492,0.045570917,0.020363862,0.031198809,0.590449836,0.645472062,0.439685182,0.739605712,0.03746742,0.750757711,0.035872659,0.018531229,0.044187627,0.027983105,0.039357115,0.031389302,0.05168373,0.028723945,0.039612112,0.632515687,0.040161561,0.70350346,0.032301143,0.191416437
cg10835584,0.779829659,0.035857717,0.07837519,0.050947482,0.560340204,0.050110196,0.717133062,0.810922855,0.064450253,0.799955889,0.033799094,0.061398678,0.084786325,0.75181027,0.436749535,0.076280944,0.071420538,0.044932986,0.049478745,0.65150467,0.043133073,0.444703965,0.273673173,0.810372948,0.071005402,0.043807515,0.715784308,0.04863933,0.045243336,0.093435285,0.03353151,0.417672377,0.164521354,0.052863436,0.062630085,0.058188951,0.054526418,0.051582946
cg23930313,0.077478242,0.485831396,0.052240068,0.651074434,0.505661826,0.372390858,0.085050744,0.771900127,0.263935491,0.04468928,0.077260588,0.067257864,0.085032066,0.818248519,0.440358619,0.76298012,0.042626374,0.63182756,0.438160348,0.586715394,0.04284927,0.459747637,0.293615715,0.048759453,0.796119368,0.052584243,0.743931304,0.035020961,0.050274757,0.748704663,0.317757628,0.832168257,0.566891624,0.060612438,0.628939,0.067532677,0.045147551,0.138713019
cg19624849,0.754799972,0.031065641,0.059241336,0.080160462,0.507739506,0.081045906,0.745157795,0.805736251,0.060422554,0.409052453,0.13382306,0.758870745,0.077267546,0.841859776,0.454800627,0.051132159,0.379653746,0.124952983,0.664618419,0.626060203,0.495340341,0.018059516,0.349382817,0.459431054,0.342235042,0.020217001,0.796900681,0.354414816,0.030545624,0.339513823,0.0726331,0.022512412,0.038729951,0.751482946,0.147213387,0.727666772,0.060326356,0.088520465
cg01988129,0.093815295,0.068400691,0.293873313,0.092680085,0.641842743,0.089489544,0.074344828,0.826508475,0.051578764,0.853152957,0.098284385,0.472059028,0.310832819,0.832064465,0.676899165,0.094275968,0.110267734,0.5806909,0.511608234,0.654404873,0.306087289,0.788155445,0.463832705,0.857639585,0.077619066,0.115265636,0.775142461,0.094532303,0.087024594,0.074655836,0.107469791,0.072303922,0.017207755,0.114589557,0.531203535,0.485113785,0.075355999,0.32192508
cg11437784,0.8612707,0.040541205,0.268466168,0.244573261,0.429769392,0.042503204,0.795507475,0.870892836,0.165414423,0.509978391,0.368066233,0.773893118,0.223853351,0.061942423,0.4037767,0.13098201,0.035856574,0.054091956,0.668097026,0.678855871,0.153846154,0.70836705,0.225832438,0.600781363,0.107859439,0.80790703,0.043865509,0.04883251,0.064288484,0.109345891,0.071277347,0.03124745,0.160791589,0.091342967,0.074170777,0.74231554,0.055156842,0.250277998
cg08048222,0.178169916,0.799955364,0.548334196,0.78396061,0.466792791,0.068055269,0.208108464,0.839873703,0.079489814,0.142877232,0.244082494,0.801322993,0.380530973,0.893963327,0.551072523,0.725592506,0.683537788,0.35514812,0.753182461,0.591673248,0.054579093,0.150109522,0.374643468,0.11391329,0.143587617,0.32091119,0.891207636,0.675630983,0.06898467,0.13400335,0.077123397,0.90372125,0.471121379,0.594676505,0.517970228,0.794826212,0.076443608,0.466628528
cg16999370,0.689326425,0.047493404,0.092217135,0.065684977,0.479259789,0.033844889,0.59652383,0.761798232,0.031833583,0.773684908,0.018980935,0.702712451,0.140126189,0.302803738,0.274146696,0.086650147,0.017144987,0.030543933,0.618939469,0.590738547,0.603097218,0.755206207,0.206866368,0.754102808,0.066343042,0.016042781,0.328809726,0.029829545,0.029088449,0.070786346,0.031031031,0.016901133,0.043259043,0.598986609,0.023713826,0.672332016,0.041118564,0.131786631
